timestamp,event_id,event_name,category,severity,username,src_ip,src_port,dst_ip,dst_port,nas_ip,mac_address,hostname,os_type,device_type,identity_group,auth_protocol,failure_reason,risk_score,src_country,session_id,framed_ip,policy_set,auth_rule,posture_status,endpoint_profile,vlan_assignment,nas_port_type,nas_port_id,audit_session_id
2026-06-29T06:44:00.000Z,ISE-5200012,5200 Authentication succeeded,Authentication,notice,cfo@corp.local,10.10.13.52,49213,10.10.80.2,1812,10.10.80.2,AA:BB:CC:13:52:01,ws-exec-52,Windows 11,Workstation,Executive,EAP-TLS,,7,US,ISE-SES-0012,10.10.13.52,Corp-Dot1x,Allow-Exec,compliant,Windows-Workstation,13,Ethernet,GigabitEthernet4/0/2,0a0a003499589771
2026-06-29T06:48:00.000Z,ISE-5200013,5200 Authentication succeeded,Authentication,notice,bsmith@corp.local,10.10.10.26,49214,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,,10,US,ISE-SES-0013,10.10.10.26,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T08:00:00.000Z,ISE-5200014,5200 Authentication succeeded,Authentication,notice,jdavis@corp.local,10.10.10.21,49215,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:21:01,ws-finance-21,Windows 11,Workstation,Finance,EAP-TLS,,7,US,ISE-SES-0014,10.10.10.21,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a001599589771
2026-06-29T08:30:00.000Z,ISE-5200015,5200 Authentication succeeded,Authentication,notice,mchen@corp.local,10.10.10.22,49216,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:22:01,ws-finance-22,Windows 11,Workstation,Finance,EAP-TLS,,8,US,ISE-SES-0015,10.10.10.22,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/2,0a0a001699589771
2026-06-29T07:00:00.000Z,ISE-5200016,80002 Passed-Healthy,Posture,notice,jdavis@corp.local,10.10.10.21,49217,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:21:01,ws-finance-21,Windows 11,Workstation,Finance,EAP-TLS,,5,US,ISE-SES-0016,10.10.10.21,Corp-Dot1x,Posture-Redirect,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a001599589771
2026-06-29T07:04:00.000Z,ISE-5200017,80002 Passed-Healthy,Posture,notice,mchen@corp.local,10.10.10.22,49218,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:22:01,ws-finance-22,Windows 11,Workstation,Finance,EAP-TLS,,5,US,ISE-SES-0017,10.10.10.22,Corp-Dot1x,Posture-Redirect,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/2,0a0a001699589771
2026-06-29T07:08:00.000Z,ISE-5200018,80002 Passed-Healthy,Posture,notice,tpatel@corp.local,10.10.10.23,49219,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:23:01,ws-finance-23,Windows 10,Workstation,Finance,EAP-TLS,,5,US,ISE-SES-0018,10.10.10.23,Corp-Dot1x,Posture-Redirect,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/3,0a0a001799589771
2026-06-29T07:12:00.000Z,ISE-5200019,80002 Passed-Healthy,Posture,notice,scode@corp.local,10.10.11.31,49220,10.10.80.1,1812,10.10.80.1,AA:BB:CC:11:31:01,ws-hr-31,Windows 11,Workstation,HR,EAP-TLS,,5,US,ISE-SES-0019,10.10.11.31,Corp-Dot1x,Posture-Redirect,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/1,0a0a001f99589771
2026-06-29T07:20:00.000Z,ISE-5200020,80003 Passed-Noncompliant,Posture,warning,bsmith@corp.local,10.10.10.26,49221,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,Endpoint non-compliant: AV definitions outdated > 30 days,35,US,ISE-SES-0020,10.10.10.26,Corp-Dot1x,Posture-Redirect,non-compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T12:00:00.000Z,ISE-5200021,5400 Authentication failed,Authentication,error,,10.10.40.55,49222,10.10.80.1,1812,10.10.80.1,00:50:56:E5:40:55,ops-jump-55,Ubuntu 22.04,Workstation,Ops,CHAP,15039 Rejected per authorization profile,65,US,ISE-SES-0021,10.10.40.55,External-Auth,Deny-All,unknown,Workstation,0,Ethernet,GigabitEthernet1/0/1,0a0a003799589771
2026-06-29T12:00:30.000Z,ISE-5200022,5400 Authentication failed,Authentication,error,,10.10.40.55,49223,10.10.80.1,1812,10.10.80.1,00:50:56:E5:40:55,ops-jump-55,Ubuntu 22.04,Workstation,Ops,CHAP,15039 Rejected per authorization profile,65,US,ISE-SES-0022,10.10.40.55,External-Auth,Deny-All,unknown,Workstation,0,Ethernet,GigabitEthernet1/0/1,0a0a003799589771
2026-06-29T12:01:00.000Z,ISE-5200023,5400 Authentication failed,Authentication,error,,10.10.40.55,49224,10.10.80.1,1812,10.10.80.1,00:50:56:E5:40:55,ops-jump-55,Ubuntu 22.04,Workstation,Ops,CHAP,15039 Rejected per authorization profile,65,US,ISE-SES-0023,10.10.40.55,External-Auth,Deny-All,unknown,Workstation,0,Ethernet,GigabitEthernet1/0/1,0a0a003799589771
2026-06-29T12:01:30.000Z,ISE-5200024,5400 Authentication failed,Authentication,error,,10.10.40.55,49225,10.10.80.1,1812,10.10.80.1,00:50:56:E5:40:55,ops-jump-55,Ubuntu 22.04,Workstation,Ops,CHAP,15039 Rejected per authorization profile,65,US,ISE-SES-0024,10.10.40.55,External-Auth,Deny-All,unknown,Workstation,0,Ethernet,GigabitEthernet1/0/1,0a0a003799589771
2026-06-29T12:02:00.000Z,ISE-5200025,5411 Supplicant stopped responding,Authentication,warning,,10.10.40.55,49226,10.10.80.1,1812,10.10.80.1,00:50:56:E5:40:55,ops-jump-55,Ubuntu 22.04,Workstation,Ops,CHAP,12321 PEAP failed SSL/TLS handshake,72,US,ISE-SES-0025,10.10.40.55,External-Auth,Deny-All,unknown,Workstation,0,Ethernet,GigabitEthernet1/0/1,0a0a003799589771
2026-06-29T16:00:00.000Z,ISE-5200026,5411 Supplicant stopped responding,Authentication,error,,10.10.10.200,49227,10.10.80.1,1812,10.10.80.1,DE:AD:BE:EF:CA:FE,rogue-device,Windows 10,Workstation,Domain Users,EAP-TLS,12309 EAPOL timeout - endpoint not responding to EAP,70,US,ISE-SES-0026,10.10.10.200,Corp-Dot1x,Deny-Unknown-Devices,unknown,Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a00c899589771
2026-06-29T16:00:30.000Z,ISE-5200027,5400 Authentication failed,Authentication,error,,10.10.10.200,49228,10.10.80.1,1812,10.10.80.1,DE:AD:BE:EF:CA:FE,rogue-device,Windows 10,Workstation,Domain Users,EAP-TLS,24408 User not found in Active Directory,75,US,ISE-SES-0027,10.10.10.200,Corp-Dot1x,Deny-Unknown-Devices,unknown,Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a00c899589771
2026-06-29T16:01:00.000Z,ISE-5200028,5434 Endpoint abandoned EAP session,Authentication,warning,,10.10.10.200,49229,10.10.80.1,1812,10.10.80.1,DE:AD:BE:EF:CA:FE,rogue-device,Windows 10,Workstation,Domain Users,EAP-TLS,Rogue endpoint MAC DE:AD:BE:EF:CA:FE attempted VLAN 10 access,78,US,ISE-SES-0028,10.10.10.200,Corp-Dot1x,Quarantine-Unknown,unknown,Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a00c899589771
2026-06-29T08:00:05.000Z,ISE-5200029,5200 Authentication succeeded,Authentication,notice,jdavis@corp.local,10.10.10.21,49230,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:21:01,ws-finance-21,Windows 11,Workstation,Finance,EAP-TLS,,18,US,ISE-SES-0029,10.10.10.21,VPN-Auth,Allow-VPN,compliant,Windows-Workstation,30,Ethernet,GigabitEthernet1/0/1,0a0a001599589771
2026-06-29T08:05:05.000Z,ISE-5200030,5200 Authentication succeeded,Authentication,notice,mchen@corp.local,10.10.10.22,49231,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:22:01,ws-finance-22,Windows 11,Workstation,Finance,EAP-TLS,,17,US,ISE-SES-0030,10.10.10.22,VPN-Auth,Allow-VPN,compliant,Windows-Workstation,30,Ethernet,GigabitEthernet1/0/2,0a0a001699589771
2026-06-29T13:00:00.000Z,ISE-5200031,5200 Authentication succeeded,Authentication,notice,bsmith@corp.local,10.10.10.26,49232,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,,22,US,ISE-SES-0031,10.10.10.26,Corp-Dot1x,Allow-All-Corp-Quarantine,non-compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T13:15:00.000Z,ISE-5200032,80004 Failed,Posture,error,bsmith@corp.local,10.10.10.26,49233,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,"Posture non-compliant: EDR agent disabled, firewall off",82,US,ISE-SES-0032,10.10.10.26,Corp-Dot1x,Quarantine-Noncompliant,non-compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T09:00:00.000Z,ISE-5200033,5200 Authentication succeeded,Authentication,notice,admin-jkim@corp.local,10.10.12.41,49234,10.10.80.1,1812,10.10.80.1,AA:BB:CC:12:41:01,ws-it-41,Windows 11,Workstation,IT,EAP-TLS,,14,US,ISE-SES-0033,10.10.12.41,Corp-Dot1x,Allow-All-Corp-Admin,compliant,Windows-Workstation,12,Ethernet,GigabitEthernet3/0/1,0a0a002999589771
2026-06-29T09:30:00.000Z,ISE-5200034,5200 Authentication succeeded,Authentication,notice,admin-rwilson@corp.local,10.10.12.42,49235,10.10.80.2,1812,10.10.80.2,AA:BB:CC:12:42:01,ws-it-42,Windows 11,Workstation,IT,EAP-TLS,,13,US,ISE-SES-0034,10.10.12.42,Corp-Dot1x,Allow-All-Corp-Admin,compliant,Windows-Workstation,12,Ethernet,GigabitEthernet3/0/2,0a0a002a99589771
2026-06-29T12:30:00.000Z,ISE-5200035,5200 Authentication succeeded,Authentication,notice,scode@corp.local,10.10.11.31,49236,10.10.80.1,1812,10.10.80.1,AA:BB:CC:11:31:01,ws-hr-31,Windows 11,Workstation,HR,EAP-TLS,,9,US,ISE-SES-0035,10.10.11.31,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/1,0a0a001f99589771
2026-06-29T12:34:00.000Z,ISE-5200036,5200 Authentication succeeded,Authentication,notice,pramos@corp.local,10.10.11.32,49237,10.10.80.1,1812,10.10.80.1,AA:BB:CC:11:32:01,ws-hr-32,Windows 10,Workstation,HR,EAP-TLS,,10,US,ISE-SES-0036,10.10.11.32,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/2,0a0a002099589771
2026-06-29T12:38:00.000Z,ISE-5200037,5200 Authentication succeeded,Authentication,notice,nkirk@corp.local,10.10.11.33,49238,10.10.80.2,1812,10.10.80.2,AA:BB:CC:11:33:01,ws-hr-33,Windows 11,Workstation,HR,EAP-TLS,,8,US,ISE-SES-0037,10.10.11.33,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/3,0a0a002199589771
2026-06-29T13:20:00.000Z,ISE-5200038,5231 Guest user authenticated,Authorization,warning,bsmith@corp.local,10.10.10.26,49239,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,CoA Issued: quarantine due to posture non-compliance and C2 indicators,85,US,ISE-SES-0038,10.10.10.26,Corp-Dot1x,CoA-Quarantine,quarantined,Windows-Workstation,998,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T13:22:00.000Z,ISE-5200039,5236 Authorize VLAN-change failed,Authorization,error,bsmith@corp.local,10.10.10.26,49240,10.10.80.2,1812,10.10.80.2,AA:BB:CC:10:26:01,ws-finance-26,Windows 10,Workstation,Finance,EAP-TLS,Endpoint failed to change VLAN after CoA — manual disconnect required,87,US,ISE-SES-0039,10.10.10.26,Corp-Dot1x,Force-Disconnect,quarantined,Windows-Workstation,998,Ethernet,GigabitEthernet1/0/6,0a0a001a99589771
2026-06-29T17:45:00.000Z,ISE-5200040,5201 Authentication ended,Authentication,notice,jdavis@corp.local,10.10.10.21,49241,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:21:01,ws-finance-21,Windows 11,Workstation,Finance,EAP-TLS,Session ended: user logoff,3,US,ISE-SES-0040,10.10.10.21,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/1,0a0a001599589771
2026-06-29T17:50:00.000Z,ISE-5200041,5201 Authentication ended,Authentication,notice,scode@corp.local,10.10.11.31,49242,10.10.80.1,1812,10.10.80.1,AA:BB:CC:11:31:01,ws-hr-31,Windows 11,Workstation,HR,EAP-TLS,Session ended: user logoff,3,US,ISE-SES-0041,10.10.11.31,Corp-Dot1x,Allow-All-Corp,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/1,0a0a001f99589771
2026-06-29T17:55:00.000Z,ISE-5200042,5201 Authentication ended,Authentication,notice,ceo@corp.local,10.10.13.51,49243,10.10.80.1,1812,10.10.80.1,AA:BB:CC:13:51:01,ws-exec-51,macOS 14,Workstation,Executive,EAP-TLS,Session ended: user logoff,2,US,ISE-SES-0042,10.10.13.51,Corp-Dot1x,Allow-Exec,compliant,MacOS-Workstation,13,Ethernet,GigabitEthernet4/0/1,0a0a003399589771
2026-06-29T09:10:00.000Z,ISE-5200043,5200 Authentication succeeded,Authentication,notice,ceo@corp.local,10.10.13.51,49244,10.10.80.1,1812,10.10.80.1,AA:BB:CC:13:51:01,ws-exec-51,macOS 14,Workstation,Executive,PEAP-MSCHAPv2,,8,US,ISE-SES-0043,10.10.13.51,Corp-Wifi,Allow-SSID-Corp,compliant,MacOS-Workstation,13,Ethernet,GigabitEthernet4/0/1,0a0a003399589771
2026-06-29T09:15:00.000Z,ISE-5200044,5200 Authentication succeeded,Authentication,notice,cfo@corp.local,10.10.13.52,49245,10.10.80.2,1812,10.10.80.2,AA:BB:CC:13:52:01,ws-exec-52,Windows 11,Workstation,Executive,PEAP-MSCHAPv2,,9,US,ISE-SES-0044,10.10.13.52,Corp-Wifi,Allow-SSID-Corp,compliant,Windows-Workstation,13,Ethernet,GigabitEthernet4/0/2,0a0a003499589771
2026-06-29T11:00:00.000Z,ISE-5200045,5200 Authentication succeeded,Authentication,notice,tpatel@corp.local,10.10.10.23,49246,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:23:01,ws-finance-23,Windows 10,Workstation,Finance,PEAP-MSCHAPv2,,10,US,ISE-SES-0045,10.10.10.23,Corp-Wifi,Allow-SSID-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/3,0a0a001799589771
2026-06-29T11:05:00.000Z,ISE-5200046,5200 Authentication succeeded,Authentication,notice,nkirk@corp.local,10.10.11.33,49247,10.10.80.2,1812,10.10.80.2,AA:BB:CC:11:33:01,ws-hr-33,Windows 11,Workstation,HR,PEAP-MSCHAPv2,,9,US,ISE-SES-0046,10.10.11.33,Corp-Wifi,Allow-SSID-Corp,compliant,Windows-Workstation,11,Ethernet,GigabitEthernet2/0/3,0a0a002199589771
2026-06-29T14:00:00.000Z,ISE-5200047,5200 Authentication succeeded,Authentication,notice,kreyes@corp.local,10.10.10.24,49248,10.10.80.1,1812,10.10.80.1,AA:BB:CC:10:24:01,ws-finance-24,Windows 11,Workstation,Finance,PEAP-MSCHAPv2,,10,US,ISE-SES-0047,10.10.10.24,Corp-Wifi,Allow-SSID-Corp,compliant,Windows-Workstation,10,Ethernet,GigabitEthernet1/0/4,0a0a001899589771
